datetime_utc,distance_au,velocity_km_s,designation,name,diameter_km,potentially_hazardous
2020-01-05 11:14:00,0.0999383220902655,26.1889864360429,2012 BU61,,nan,True
2020-01-05 12:24:00,0.289019151306467,20.1769319233619,2019 AM8,,nan,False
2020-01-05 19:47:00,0.342194685110478,23.4611173035649,2015 YG,,nan,False
2020-01-05 20:50:00,0.0981187990529651,6.78907512656566,2019 YM4,,nan,False
2020-01-05 21:44:00,0.374837230611468,9.26103171511658,2019 OL3,,nan,False
2020-01-05 23:58:00,0.0682717868436371,6.74113888388697,2020 BH8,,nan,False
2020-01-06 00:33:00,0.0106184868724244,6.27043847552401,2020 AU1,,nan,False
2020-01-06 01:48:00,0.0122321188618621,4.27254608270279,2020 AW,,nan,False
2020-01-06 05:49:00,0.334184172207573,25.9761629819167,2015 FE37,,nan,False
2020-01-06 10:51:00,0.198751557572738,17.0514503098208,2012 AB11,,nan,False
2020-01-06 11:16:00,0.122912782450702,3.7360320287637,2020 BZ6,,nan,False
2020-01-06 15:01:00,0.0628032364563949,13.4289496254979,2019 YW,,nan,False
2020-01-06 17:59:00,0.129555485504045,10.1372099019872,2017 YQ5,,nan,False
2020-01-06 18:18:00,0.059531278472124,16.2027409131315,2019 WD5,,nan,True
2020-01-06 22:09:00,0.491961631146922,24.379097890441,2019 NB5,,nan,False
2020-01-07 01:49:00,0.155233388562024,17.0993418664245,2019 YZ3,,nan,True
2020-01-07 01:49:00,0.277759765975431,11.4505806931823,2020 MP2,,nan,False
2020-01-07 02:49:00,0.0337557033069716,7.36997485420124,2019 YT3,,nan,False
2020-01-07 04:33:00,0.26958028312099,8.9089931328057,2019 KW,,nan,False
2020-01-07 05:47:00,0.122736413032516,9.9349804404811,2020 BV1,,nan,False
2020-01-07 06:35:00,0.415230379543951,22.751777820359,481442,,nan,False
2020-01-07 06:47:00,0.0298687536847927,8.85520211047762,2020 BL1,,nan,False
2020-01-07 07:09:00,0.498507186920738,20.1751200856117,2018 CA2,,nan,False
2020-01-07 07:46:00,0.0186063515609208,12.0924879021658,2020 AV1,,nan,False
2020-01-07 07:51:00,0.161340238821534,5.1854740007275,2020 BO3,,nan,False
2020-01-07 08:48:00,0.359113531028349,2.31893472593595,2019 QY4,,nan,False
2020-01-07 11:30:00,0.102355100506785,7.95645060595721,2019 WV4,,nan,False
2020-01-07 14:26:00,0.218033555418336,32.2682535309333,2019 WH6,,nan,False
2020-01-07 15:00:00,0.0346991631224265,22.1660970799579,2020 AJ1,,nan,False
2020-01-07 17:07:00,0.182682860041289,17.2770159507764,2016 NF22,,nan,False
2020-01-07 18:45:00,0.0858393145946769,16.4090673575786,2020 AD3,,nan,True
2020-01-07 19:33:00,0.0715799299261468,3.39775325165414,2013 CA88,,nan,False
2020-01-07 20:08:00,0.431945238524114,34.7839664275646,512244,,nan,False
2020-01-07 20:12:00,0.281320148970189,11.2207625533493,2015 AJ44,,nan,False
2020-01-07 20:31:00,0.335436113875204,24.1143484382535,2009 AH16,,nan,False
